序号,开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,一等奖注数,一等奖奖金（元）,二等奖注数,二等奖奖金（元）,奖池（元）
1813,2019-10-29(二),2019124,4,9,30,31,32,33,1,337939626,14,6175971,153,134506,1042703541
1814,2019-10-31(四),2019125,2,11,12,26,27,29,3,342491160,8,7374072,253,93836,1054933143
1815,2019-11-03(日),2019126,2,14,17,29,32,33,16,369776508,8,7151842,81,265659,1062273688
1816,2019-11-05(二),2019127,2,6,7,12,17,24,10,338393664,15,5970153,227,80133,1027292513
1817,2019-11-07(四),2019128,3,8,12,16,17,19,8,342336168,9,6051317,118,100231,1008312621
1818,2019-11-10(日),2019129,3,4,7,9,15,26,7,442669038,20,5800136,360,55565,952320130
1819,2019-11-12(二),2019130,1,7,9,11,24,32,16,418172282,15,6791765,151,222487,951230446
1820,2019-11-14(四),2019131,9,17,19,20,24,31,4,413548024,12,6956355,195,150488,955790186
1821,2019-11-17(日),2019132,4,6,11,14,19,33,7,443878462,7,8159750,141,196083,981615374
1822,2019-11-19(二),2019133,3,7,16,21,24,31,7,412973230,10,7387274,163,183073,997265432
1823,2019-11-21(四),2019134,1,4,6,22,29,30,3,424644500,7,8383006,99,299003,1027388308
1824,2019-11-24(日),2019135,3,6,10,11,27,33,3,448749008,4,10000000,145,227222,1086229996
1825,2019-11-26(二),2019136,12,14,15,17,29,33,12,411048748,7,7822924,50,494011,1105571297
1826,2019-11-28(四),2019137,7,10,13,19,23,31,6,414318454,27,5601120,230,88207,1015204480
1827,2019-12-01(日),2019138,2,6,12,30,31,32,11,455574142,15,6123356,221,95307,986542917
1828,2019-12-03(二),2019139,8,14,20,23,30,33,11,420684332,4,10000000,87,370721,1043301115
1829,2019-12-05(四),2019140,2,4,9,11,14,22,5,421874374,25,5699960,187,116972,966423413
1830,2019-12-08(日),2019141,10,13,14,15,17,33,14,466103236,2,10000000,101,317944,1042760527
1831,2019-12-10(二),2019142,8,14,24,27,29,33,9,429455474,14,5681439,72,165627,998995951
1832,2019-12-12(四),2019143,5,13,15,16,26,32,9,421054466,11,6396823,471,40777,986249870
1833,2019-12-15(日),2019144,2,12,15,19,27,30,3,448943976,13,6951733,276,114911,991024359
1834,2019-12-17(二),2019145,1,8,13,17,18,19,16,404721396,15,6299971,145,168099,969648184
1835,2019-12-19(四),2019146,1,4,10,12,30,32,14,400822952,4,10000000,82,411505,1030878448
1836,2019-12-22(日),2019147,1,9,12,14,23,27,12,428843148,10,7003459,120,208693,1035973571
1837,2019-12-24(二),2019148,9,10,13,20,26,27,8,412835082,42,5386963,179,113495,870667904
1838,2019-12-26(四),2019149,1,6,27,28,31,33,7,401837358,16,6041786,120,173631,836506504
1839,2019-12-29(日),2019150,2,9,14,22,27,29,2,424037140,9,7571049,158,183065,855139985
1840,2019-12-31(二),2019151,2,6,9,18,24,26,14,405999712,8,8200266,121,264484,885545850
1841,2020-01-02(四),2020001,2,15,23,26,29,30,2,388311860,4,10000000,113,275836,939054504
1842,2020-01-05(日),2020002,4,9,14,15,16,29,11,410784878,16,6188650,194,122541,911355134
1843,2020-01-07(二),2020003,9,17,26,29,30,32,3,368960938,16,6237758,134,184740,885816521
1844,2020-01-09(四),2020004,2,15,17,27,32,33,3,370826158,7,7900679,189,134290,906654598
1845,2020-01-12(日),2020005,11,16,17,22,26,32,4,400642476,8,7446888,224,109236,920486146
1846,2020-01-14(二),2020006,3,4,5,10,16,32,9,361697316,20,5735328,363,50642,860929224
1847,2020-01-16(四),2020007,5,12,17,20,25,31,10,358035962,38,5371408,269,65583,709741377
1848,2020-01-19(日),2020008,1,4,6,10,11,28,16,395048088,17,6202629,262,97541,680964320
1849,2020-01-21(二),2020009,3,6,8,14,19,26,12,405733380,16,6003258,253,79308,645107708
1850,2020-03-12(四),2020010,11,14,22,27,31,32,9,142522854,2,8485717,42,207483,654279153
1851,2020-03-15(日),2020011,4,5,7,17,18,29,1,176331724,8,6079680,67,161146,638032121
1852,2020-03-17(二),2020012,4,13,14,23,26,31,9,198501652,3,8598462,112,120484,652719440
1853,2020-03-19(四),2020013,2,8,10,20,21,30,14,215545590,4,7500138,184,67938,660220960
1854,2020-03-22(日),2020014,2,7,8,10,12,16,7,261933168,5,6947355,66,184408,661997100
1855,2020-03-24(二),2020015,8,9,22,24,30,33,1,255551054,1,10000000,60,337347,712719613
1856,2020-03-26(四),2020016,5,6,8,17,24,27,7,260860736,12,5979822,89,165138,685053744
1857,2020-03-29(日),2020017,2,4,7,15,20,27,4,295712918,15,5992154,127,146479,650980126
1858,2020-03-31(二),2020018,5,7,8,11,17,22,13,287194532,8,6340865,188,71322,640479172
1859,2020-04-02(四),2020019,15,19,27,28,30,33,3,293920314,7,7437091,60,355409,652393178
1860,2020-04-05(日),2020020,1,6,9,13,15,22,14,310764432,4,9871526,91,267666,685979970
1861,2020-04-07(二),2020021,2,6,14,16,27,31,7,296655800,5,7581452,116,139086,696474938
1862,2020-04-09(四),2020022,2,10,20,22,25,30,2,311416184,8,6761570,97,181605,695229480
1863,2020-04-12(日),2020023,4,5,20,21,30,33,8,340318270,6,7277843,107,159661,702813893
1864,2020-04-14(二),2020024,10,13,27,28,29,31,8,317568426,8,7028971,94,215848,707451262
1865,2020-04-16(四),2020025,1,9,10,15,20,29,2,321611812,4,9977229,156,159526,742200788
1866,2020-04-19(日),2020026,1,4,9,18,19,31,6,349633986,3,10000000,106,181297,769853394
1867,2020-04-21(二),2020027,12,13,14,24,25,28,6,324196702,3,10000000,112,211713,810989197
1868,2020-04-23(四),2020028,5,6,15,18,26,32,8,323795596,7,7465464,153,140998,823449380
1869,2020-04-26(日),2020029,1,12,18,20,30,32,5,364268814,7,7432574,63,337857,835276431
1870,2020-04-28(二),2020030,17,18,21,29,30,32,3,327786632,1,10000000,74,322591,896891829
1871,2020-04-30(四),2020031,2,5,9,15,16,27,9,323903392,14,5603722,310,34081,850135149
1872,2020-05-03(日),2020032,3,11,13,14,15,26,13,338904002,11,6588951,135,161837,843200936
1873,2020-05-05(二),2020033,7,10,12,21,31,32,1,320555362,4,10000000,97,263480,879873846
1874,2020-05-07(四),2020034,2,8,15,16,26,32,3,340793680,11,6780706,182,134531,878740204
1875,2020-05-10(日),2020035,10,14,24,25,28,33,11,371811232,4,9777104,97,246242,911288358
1876,2020-05-12(二),2020036,7,9,16,22,24,32,6,346455736,3,10000000,104,204187,944994783
1877,2020-05-14(四),2020037,1,4,11,13,17,24,15,350126486,6,6810277,65,208878,944864355
1878,2020-05-17(日),2020038,1,6,7,18,23,24,15,374760420,15,6276646,317,75511,922526038
1879,2020-05-19(二),2020039,2,9,10,11,16,29,2,341609556,9,6952125,166,132297,925841149
1880,2020-05-21(四),2020040,1,6,12,16,19,21,4,341533118,5,8416563,92,232103,947818891
1881,2020-05-24(日),2020041,6,7,16,22,24,25,13,372422582,2,10000000,102,255217,1005915378
1882,2020-05-26(二),2020042,2,6,7,11,14,31,3,345472844,5,8415115,98,217800,1027873219
1883,2020-05-28(四),2020043,1,11,24,25,27,30,7,360394276,5,7928059,64,285943,1043134035
1884,2020-05-31(日),2020044,7,8,16,17,19,24,7,379328476,10,6803090,107,210641,1042719025
1885,2020-06-02(二),2020045,2,3,15,21,22,33,16,348295556,16,6075531,115,187048,1010042406
1886,2020-06-04(四),2020046,13,19,25,26,27,32,8,350122868,7,6855509,87,186617,1010760962
1887,2020-06-07(日),2020047,4,10,17,19,28,32,1,382084220,10,7200661,140,196487,1021279165
1888,2020-06-09(二),2020048,12,14,18,23,30,32,2,351604616,6,8364818,75,336481,1046798674
1889,2020-06-11(四),2020049,1,7,9,12,18,22,4,355402476,7,7652110,140,165756,1062851807
1890,2020-06-14(日),2020050,4,9,17,20,32,33,15,379409292,5,9664099,90,323895,1101983169
1891,2020-06-16(二),2020051,3,6,8,11,19,28,8,342968302,23,5442583,268,47478,1014976572
1892,2020-06-18(四),2020052,2,8,13,29,32,33,15,352815504,2,10000000,53,568303,1085336824
1893,2020-06-21(日),2020053,2,14,15,16,32,33,1,381666534,19,6277278,360,84264,1057074616
1894,2020-06-23(二),2020054,3,10,19,25,26,31,2,338817016,11,6596678,210,104544,1050374135
1895,2020-06-25(四),2020055,1,5,7,23,28,30,12,327140694,14,5761052,198,67264,1009674637
1896,2020-06-28(日),2020056,2,5,8,12,26,31,14,380233782,17,6280167,186,146255,984522456
1897,2020-06-30(二),2020057,9,14,21,23,26,32,3,349147892,3,10000000,113,193145,1019998705
1898,2020-07-02(四),2020058,1,3,11,12,19,26,7,356052050,18,5569985,136,94299,958212978
1899,2020-07-05(日),2020059,2,4,10,17,22,25,14,386807160,4,10000000,190,147308,1002178704
1900,2020-07-07(二),2020060,5,9,14,20,24,30,8,356937202,38,5238209,554,20424,837071557
1901,2020-07-09(四),2020061,8,17,24,26,27,31,4,366447904,1,10000000,91,281269,903858043
1902,2020-07-12(日),2020062,10,14,17,22,26,27,5,391827962,5,8901954,94,259438,932509919
1903,2020-07-14(二),2020063,12,15,16,22,29,32,14,357076054,3,10000000,103,289264,991892696
1904,2020-07-16(四),2020064,1,3,7,21,27,32,1,356057386,1,10000000,77,351356,1063056063
1905,2020-07-19(日),2020065,9,15,18,21,23,26,8,381062334,5,8838315,89,269544,1090832907
1906,2020-07-21(二),2020066,2,9,13,17,26,28,7,352149702,15,6006277,137,137720,1057341835
1907,2020-07-23(四),2020067,4,7,9,23,27,30,8,353153516,10,6979941,140,176780,1061790227
1908,2020-07-26(日),2020068,12,16,21,26,27,32,10,376630286,17,5430373,128,71448,996910195
1909,2020-07-28(二),2020069,3,9,10,13,18,26,4,343151528,7,7827856,99,249936,1016346427
1910,2020-07-30(四),2020070,1,2,4,6,19,21,15,343442594,23,5829067,100,238356,953784945
1911,2020-08-02(日),2020071,9,11,12,13,22,23,8,363190440,12,6156653,133,130449,931954524
1912,2020-08-04(二),2020072,6,8,10,15,17,26,4,335806408,7,7525472,104,212479,945569865
1913,2020-08-06(四),2020073,5,7,11,13,27,29,3,344984126,8,7005129,129,155436,949682723
1914,2020-08-09(日),2020074,4,8,9,13,19,33,12,375478220,5,8629293,107,211991,974585503
1915,2020-08-11(二),2020075,3,11,13,20,24,30,16,342593198,1,10000000,143,155685,1031374526
1916,2020-08-13(四),2020076,10,15,16,18,20,27,6,346015916,8,6895903,82,231207,1033084399
1917,2020-08-16(日),2020077,3,10,16,21,25,27,12,376430570,27,5841121,326,87079,960537693
1918,2020-08-18(二),2020078,3,11,14,16,21,32,4,339766446,1,10000000,76,347407,1029746619
1919,2020-08-20(四),2020079,5,12,20,21,22,29,14,347031342,6,8578055,183,146641,1058784536
1920,2020-08-23(日),2020080,14,15,18,22,31,33,1,375199530,2,10000000,70,397581,1122276717
1921,2020-08-25(二),2020081,1,5,13,14,27,33,15,341884184,11,7057769,108,261984,1129524256
1922,2020-08-27(四),2020082,2,8,11,17,21,30,9,339738944,22,5094481,320,8119,1025240399
1923,2020-08-30(日),2020083,1,19,25,26,30,31,12,375628538,7,7916189,96,265798,1046377044
1924,2020-09-01(二),2020084,3,7,16,17,23,30,7,340223360,15,5641465,265,45386,997837500
1925,2020-09-03(四),2020085,1,2,5,9,19,24,16,349243256,3,10000000,135,175949,1039096893
1926,2020-09-06(日),2020086,2,4,6,15,24,27,6,383150704,7,7452652,117,183424,1051310454
1927,2020-09-08(二),2020087,11,15,20,23,25,33,10,351393474,5,7940558,44,417692,1066743130
1928,2020-09-10(四),2020088,1,6,12,26,29,30,12,359763320,14,6377823,175,137782,1049789346
1929,2020-09-13(日),2020089,2,14,16,21,29,30,10,388734662,11,7200974,113,267817,1061368833
1930,2020-09-15(二),2020090,2,21,23,26,31,32,6,357200726,6,8569539,43,622594,1090266240
1931,2020-09-17(四),2020091,1,9,11,12,16,19,16,362307424,11,6771891,120,203029,1088865952
1932,2020-09-20(日),2020092,1,6,12,18,22,24,3,394714558,6,8324368,160,155829,1113718036
1933,2020-09-22(二),2020093,4,5,10,13,15,19,15,364874692,4,10000000,110,261408,1159982996
1934,2020-09-24(四),2020094,10,15,17,27,29,31,8,357043412,2,10000000,57,248955,1182554395
1935,2020-09-27(日),2020095,3,9,16,17,20,26,2,387062108,6,7745143,283,72751,1197849256
1936,2020-09-29(二),2020096,1,20,23,26,27,32,15,356787262,8,8190972,57,559819,1228050661
1937,2020-10-06(二),2020097,2,8,21,25,26,30,10,352372566,22,5489356,418,32194,1147656700
1938,2020-10-08(四),2020098,6,8,11,22,25,33,2,347585130,7,8077008,172,156533,1171889114
1939,2020-10-11(日),2020099,5,6,11,12,15,30,12,390640850,7,7301898,258,78068,1181200651
1940,2020-10-13(二),2020100,1,7,15,16,20,23,7,352785364,9,6279386,119,120950,1167865459
1941,2020-10-15(四),2020101,10,17,24,25,28,30,15,360073112,7,8298609,109,264796,1196363693
1942,2020-10-18(日),2020102,9,10,19,25,26,29,8,385810668,73,5028416,472,6000,837068374
1943,2020-10-20(二),2020103,4,9,10,22,28,32,8,363566614,13,6122197,136,134086,812186919
1944,2020-10-22(四),2020104,4,8,10,16,27,29,9,371069028,9,6582593,102,174550,806356097
1945,2020-10-25(日),2020105,6,14,19,20,22,24,1,399513718,6,8700739,117,237226,837418291
1946,2020-10-27(二),2020106,2,4,11,15,18,28,10,362151946,14,5906931,123,129034,802335158
1947,2020-10-29(四),2020107,3,9,11,24,25,28,16,372099740,5,9250245,185,143589,835776030
1948,2020-11-01(日),2020108,10,12,15,17,23,32,5,398129794,18,5973588,123,178095,793968638
1949,2020-11-03(二),2020109,6,13,16,20,23,32,13,358593188,23,5708816,133,153221,723801259
1950,2020-11-05(四),2020110,2,6,9,14,22,25,4,365150166,9,6744907,102,192453,721987721
1951,2020-11-08(日),2020111,6,9,17,22,24,26,16,459469274,3,10000000,106,365368,808174858
1952,2020-11-10(二),2020112,2,9,12,17,28,32,5,426910448,14,6657801,263,110309,802000209
1953,2020-11-12(四),2020113,1,3,7,10,22,32,11,436471868,7,5279749,114,21472,772385388
1954,2020-11-15(日),2020114,1,5,11,24,30,32,3,476450128,16,6478657,171,172942,757446327
1955,2020-11-17(二),2020115,1,4,12,20,25,32,2,435736254,2,10000000,114,291499,837138988
1956,2020-11-19(四),2020116,5,6,14,16,19,27,10,434234564,9,6979667,172,129484,841135768
1957,2020-11-22(日),2020117,7,8,9,10,16,27,7,460145954,19,5762819,225,80519,785993086
1958,2020-11-24(二),2020118,11,13,19,26,30,33,5,419968358,4,10000000,114,262410,835737606
1959,2020-11-26(四),2020119,1,9,22,28,32,33,15,432978556,12,6880004,117,241026,837777744
1960,2020-11-29(日),2020120,1,2,3,4,9,10,12,470788664,28,5529239,535,34623,738529199
1961,2020-12-01(二),2020121,2,4,6,21,25,29,3,425615038,5,9656537,91,319817,777556587
1962,2020-12-03(四),2020122,12,15,17,24,26,31,15,416050434,7,8506055,484,63384,810048147
1963,2020-12-06(日),2020123,1,3,18,19,26,29,3,442277628,5,10000000,106,343394,869247735
1964,2020-12-08(二),2020124,16,18,19,20,29,33,12,394367604,3,10000000,53,485568,916453174
1965,2020-12-10(四),2020125,5,12,16,26,30,31,13,403248064,8,8008557,162,185713,942641447
1966,2020-12-13(日),2020126,3,7,12,14,23,28,11,423827948,33,5506107,337,61949,823570698
1967,2020-12-15(二),2020127,1,4,18,19,26,31,7,385288238,9,6838584,183,113027,824075658
1968,2020-12-17(四),2020128,8,10,15,16,23,26,10,395094864,14,6055174,137,134785,794699858
1969,2020-12-20(日),2020129,1,2,5,15,28,33,4,428354318,14,6613195,116,243370,786807887
1970,2020-12-22(二),2020130,8,9,11,14,17,29,16,405085034,9,7096662,160,147421,793700272
1971,2020-12-24(四),2020131,8,19,22,26,27,30,7,394370394,10,6733037,139,155848,791358796
1972,2020-12-27(日),2020132,1,4,11,12,14,23,4,425174496,5,10000000,106,309129,839661890
1973,2020-12-29(二),2020133,3,19,22,23,27,29,7,370330222,3,10000000,99,283877,893973468
1974,2020-12-31(四),2020134,2,9,10,20,22,26,1,399565532,48,5382786,275,83517,704501324
1975,2021-01-03(日),2021001,2,3,13,18,20,31,11,411170524,10,7034106,126,201796,710439245
1976,2021-01-05(二),2021002,6,10,13,25,26,32,11,374374440,10,7105919,185,142291,718352017
1977,2021-01-07(四),2021003,6,9,16,18,22,29,11,360514540,5,9406368,136,202498,753939585
1978,2021-01-10(日),2021004,2,3,7,8,17,22,15,396531778,2,10000000,208,145638,824817771
1979,2021-01-12(二),2021005,7,9,14,26,30,31,4,359757108,14,6353946,76,311764,806944718
1980,2021-01-14(四),2021006,6,8,22,24,25,26,1,367900704,10,7377222,194,153171,822318331
1981,2021-01-17(日),2021007,2,4,12,21,25,32,16,389232822,3,10000000,104,298114,885330100
1982,2021-01-19(二),2021008,1,5,7,14,18,33,7,358122646,4,8728131,86,216751,906339544
1983,2021-01-21(四),2021009,2,4,7,24,25,32,13,367324734,4,10000000,57,502273,952228282
1984,2021-01-24(日),2021010,1,4,11,19,32,33,5,394795416,7,8060622,129,207600,976145268
1985,2021-01-26(二),2021011,5,10,16,23,27,33,14,358439884,18,5425200,228,41960,907192691
1986,2021-01-28(四),2021012,3,6,14,18,20,26,1,365486356,17,5854248,218,83269,862128803
1987,2021-01-31(日),2021013,6,9,12,16,27,31,6,403024326,17,5756403,169,95109,812490648
1988,2021-02-02(二),2021014,4,15,21,25,29,33,6,365029152,3,10000000,96,270821,860487095
1989,2021-02-04(四),2021015,6,14,16,26,28,29,7,373264066,6,7672352,93,215512,874580915
1990,2021-02-07(日),2021016,3,8,9,13,15,18,10,447622614,16,6134153,192,118140,844483666
1991,2021-02-21(日),2021017,9,15,18,29,32,33,2,442443732,6,8959033,116,255972,879807720
1992,2021-02-23(二),2021018,2,8,14,23,25,32,6,352299530,3,10000000,128,193330,924046536
1993,2021-02-25(四),2021019,12,16,17,24,28,29,8,351320330,6,6344519,104,96960,916231105
1994,2021-02-28(日),2021020,1,3,6,7,9,11,2,385685036,19,6085156,505,51034,877930510
1995,2021-03-02(二),2021021,4,8,17,24,28,33,13,350734702,19,5979263,155,150048,834097039
1996,2021-03-04(四),2021022,10,15,17,25,31,32,6,361605820,3,10000000,84,266346,871216452
1997,2021-03-07(日),2021023,2,21,22,23,27,28,11,397987234,4,9744205,85,279070,903402709
1998,2021-03-09(二),2021024,1,4,6,10,11,18,2,360465214,5,9223370,139,189899,936474051
1999,2021-03-11(四),2021025,6,8,14,17,18,30,11,370761350,6,8396506,166,153456,962516400
2000,2021-03-14(日),2021026,3,5,13,19,20,25,3,415303494,74,5079572,829,8878,608709487
2001,2021-03-16(二),2021027,5,7,9,16,20,26,8,371997822,23,5339305,391,24948,515170584
2002,2021-03-18(四),2021028,11,16,23,26,27,33,5,387583114,7,7433674,125,170357,527018817
2003,2021-03-21(日),2021029,8,10,15,17,22,30,12,413514858,17,5716335,234,65051,475507497
2004,2021-03-23(二),2021030,8,9,13,27,29,31,5,388490602,7,8232900,143,197817,502740835
2005,2021-03-25(四),2021031,6,11,21,25,28,31,7,389664660,12,5950364,166,85876,474102879
2006,2021-03-28(日),2021032,1,5,8,15,16,30,3,421020572,12,6977206,187,158599,479350693
2007,2021-03-30(二),2021033,2,12,13,14,31,33,6,378842354,7,8001905,98,268027,502137377
2008,2021-04-01(四),2021034,4,10,12,18,23,25,1,377894218,5,8852481,155,155342,530109002
2009,2021-04-04(日),2021035,12,14,18,20,26,28,11,382205894,7,7844638,153,162683,549868285
2010,2021-04-06(二),2021036,1,2,6,11,21,26,11,365524430,12,6690644,137,185107,545659537
2011,2021-04-08(四),2021037,13,17,19,24,26,30,12,374416372,7,7856624,104,240340,565649555
2012,2021-04-11(日),2021038,5,7,9,16,18,27,6,401665288,32,5502610,539,37299,449879238
2013,2021-04-13(二),2021039,2,8,21,24,29,31,13,377513042,7,7814665,105,234555,469061553
2014,2021-04-15(四),2021040,2,6,7,24,28,29,16,385858982,6,8652104,238,115087,499321280
2015,2021-04-18(日),2021041,2,9,18,23,26,32,14,415676146,54,5307817,367,56614,275032108
2016,2021-04-20(二),2021042,5,9,10,22,25,27,8,382918124,26,5498446,275,58907,180671046
2017,2021-04-22(四),2021043,2,3,17,18,23,24,1,389948810,3,10000000,93,331233,243085282
2018,2021-04-25(日),2021044,5,7,14,17,26,28,13,418973684,5,10000000,160,213373,295504539
2019,2021-04-27(二),2021045,1,4,14,15,17,32,2,377279966,6,8717208,86,324175,326838472
2020,2021-04-29(四),2021046,5,9,13,21,28,33,6,377425810,24,5735971,122,180976,255412592
2021,2021-05-02(日),2021047,3,7,13,16,24,29,1,367123752,5,9419460,231,119574,291180168
2022,2021-05-04(二),2021048,4,15,17,22,29,32,3,339198590,2,10000000,64,394580,346939552
2023,2021-05-06(四),2021049,4,11,13,22,25,32,1,375111072,4,10000000,78,440233,409954275
2024,2021-05-09(日),2021050,2,9,10,16,25,28,8,403433980,22,5598001,248,66310,336133387
2025,2021-05-11(二),2021051,8,9,10,19,27,29,15,377624458,10,6796944,309,72691,335549357
2026,2021-05-13(四),2021052,3,4,6,19,21,30,14,376039676,1,10000000,171,171643,413602410
2027,2021-05-16(日),2021053,7,10,14,16,24,33,16,398009388,3,10000000,84,355480,473183576
2028,2021-05-18(二),2021054,7,13,21,22,24,31,2,371689954,4,10000000,83,374991,526556537
2029,2021-05-20(四),2021055,3,11,12,16,22,28,10,376647950,29,5553793,206,97451,425721551
2030,2021-05-23(日),2021056,8,21,22,23,29,32,1,410076324,10,7488306,215,144669,444149990
2031,2021-05-25(二),2021057,5,6,9,17,25,33,16,379559152,6,8882850,179,162689,478217025
2032,2021-05-27(四),2021058,9,11,13,18,19,28,14,382666074,5,9893453,96,318584,520502015
2033,2021-05-30(日),2021059,1,9,11,18,32,33,14,407754588,1,10000000,91,397078,618904511
2034,2021-06-01(二),2021060,10,11,17,20,29,30,15,365484344,6,8356965,163,154461,644294438
2035,2021-06-03(四),2021061,4,9,12,18,20,23,1,376779952,4,10000000,127,237150,694648802
2036,2021-06-06(日),2021062,12,13,15,20,22,25,10,405763536,6,8804175,67,425840,727417696
2037,2021-06-08(二),2021063,4,5,6,9,23,24,9,370142008,16,5000000,106,6000,647417696
2038,2021-06-10(四),2021064,4,6,8,15,16,18,16,353338262,4,10000000,112,242377,688856687
2039,2021-06-13(日),2021065,1,4,8,19,29,33,16,362527724,3,10000000,82,384177,753364365
2040,2021-06-15(二),2021066,2,6,19,26,30,33,15,343529368,14,6436433,145,173362,738667046
2041,2021-06-17(四),2021067,1,11,19,23,25,29,9,352986918,6,7464865,61,303057,749337326
2042,2021-06-20(日),2021068,4,14,18,24,31,32,15,381950996,7,8662562,232,138135,784841657
2043,2021-06-22(二),2021069,6,11,18,20,23,26,5,348547620,5,8297648,130,158540,805184330
2044,2021-06-24(四),2021070,1,5,11,15,16,29,15,356032100,6,8972728,179,166455,840734349
2045,2021-06-27(日),2021071,1,7,24,31,32,33,8,384399388,6,7393944,75,239394,850234438
2046,2021-06-29(二),2021072,1,9,15,16,19,21,15,351515940,3,10000000,105,275206,906924437
2047,2021-07-01(四),2021073,1,6,18,22,24,25,8,353932932,4,9536636,83,273291,936827442
2048,2021-07-04(日),2021074,4,5,9,14,25,27,7,382266836,14,5822076,163,88259,898477373
2049,2021-07-06(二),2021075,12,15,16,21,22,29,1,347517338,2,10000000,55,435092,950267665
2050,2021-07-08(四),2021076,3,9,21,23,30,32,6,347734992,4,7982765,87,171423,963078086
2051,2021-07-11(日),2021077,8,15,17,25,27,30,10,377616968,13,6434628,112,208149,949366069
2052,2021-07-13(二),2021078,4,6,15,26,27,31,12,341551308,6,7800858,132,159139,965580237
2053,2021-07-15(四),2021079,1,3,10,24,28,29,13,345574370,8,7301888,95,242304,976221781
2054,2021-07-18(日),2021080,5,8,22,23,24,29,9,376533622,12,6122048,119,141434,953249373
2055,2021-07-20(二),2021081,1,3,5,18,22,23,1,344437194,4,10000000,135,207725,997378346
2056,2021-07-22(四),2021082,3,6,11,13,26,32,5,344368726,7,7348639,161,127643,1007589655
2057,2021-07-25(日),2021083,4,9,11,25,28,33,4,367542044,25,5173874,276,19686,894543509
2058,2021-07-27(二),2021084,5,7,9,11,21,28,1,338765612,21,5814345,182,117453,836571971
2059,2021-07-29(四),2021085,5,6,7,11,14,20,2,343883552,4,9473926,189,118357,865785162
2060,2021-08-01(日),2021086,6,8,10,14,28,29,1,363965626,1,10000000,123,214082,934781421
2061,2021-08-03(二),2021087,2,13,16,19,23,24,4,335386836,10,6520555,219,86789,926596691
2062,2021-08-05(四),2021088,4,12,15,16,19,26,6,339080722,7,7133062,165,113116,932658139
2063,2021-08-08(日),2021089,1,2,7,13,23,24,12,378094626,51,5338932,659,32787,725193394
2064,2021-08-10(二),2021090,5,6,12,14,27,28,8,340567382,19,5534608,199,63803,658126685
2065,2021-08-12(四),2021091,4,6,16,24,26,33,16,352636492,4,10000000,102,258058,697092670
2066,2021-08-15(日),2021092,2,7,8,10,12,31,3,382276564,4,9066769,154,132037,721827132
2067,2021-08-17(二),2021093,5,11,15,23,28,33,3,346398722,5,8646623,229,99525,746968208
2068,2021-08-19(四),2021094,9,11,24,25,28,33,15,353340702,1,10000000,101,273512,819842497
2069,2021-08-22(日),2021095,8,12,17,24,27,28,13,384516464,4,10000000,140,201541,864489999
2070,2021-08-24(二),2021096,1,7,11,14,15,26,11,349161898,13,5640531,91,114380,822388985
2071,2021-08-26(四),2021097,3,11,12,13,25,28,12,355020594,45,5323421,359,50675,637412452
2072,2021-08-29(日),2021098,1,10,13,18,26,32,5,390403928,4,10000000,141,178834,673059288
2073,2021-08-31(二),2021099,9,11,17,18,20,27,15,353159630,7,7942916,278,92627,694710436
2074,2021-09-02(四),2021100,7,9,12,13,14,29,16,364068238,8,7583366,170,151962,711544497
2075,2021-09-05(日),2021101,2,4,12,22,29,31,1,393612094,6,8682830,107,258142,742311198
2076,2021-09-07(二),2021102,5,9,15,24,27,30,9,357853464,34,5285653,236,51441,599019763
2077,2021-09-09(四),2021103,10,13,15,25,29,30,15,369736978,2,10000000,122,233872,664617126
2078,2021-09-12(日),2021104,1,7,17,20,22,28,15,397369092,6,9475659,101,332350,708465505
2079,2021-09-14(二),2021105,10,14,15,22,27,32,9,357292170,9,6993977,174,128920,712816451
2080,2021-09-16(四),2021106,1,4,7,14,30,31,3,364122996,7,8130452,150,182609,738077667
2081,2021-09-19(日),2021107,2,3,17,19,25,30,1,367139964,7,7867703,151,166174,758280964
2082,2021-09-21(二),2021108,11,15,18,24,26,32,9,339998838,5,8478207,118,184227,781106313
2083,2021-09-23(四),2021109,2,3,10,17,20,26,16,366715360,4,9492827,132,170182,810527410
2084,2021-09-26(日),2021110,10,13,15,24,31,32,2,394569218,5,9736534,246,120338,850654756
2085,2021-09-28(二),2021111,17,20,22,23,26,28,6,358360092,3,10000000,96,219919,883991506
2086,2021-09-30(四),2021112,5,6,21,25,28,33,7,370338224,22,5394421,229,47364,797853981
2087,2021-10-05(二),2021113,4,7,10,22,27,30,2,293434838,12,6380290,231,89629,783403562
2088,2021-10-07(四),2021114,4,6,8,14,24,27,2,337378334,3,10000000,177,158159,837386111
2089,2021-10-10(日),2021115,2,10,12,15,24,27,8,380172848,5,7857682,100,178605,851679247
2090,2021-10-12(二),2021116,6,14,17,18,31,33,6,355338790,3,10000000,46,552161,897877549
2091,2021-10-14(四),2021117,3,5,17,21,27,33,4,358589610,10,6782803,101,220644,896904658
2092,2021-10-17(日),2021118,2,6,14,18,20,31,13,386079710,6,8460209,126,205964,923998119
2093,2021-10-19(二),2021119,3,9,10,11,28,29,13,356935346,15,6354639,356,71346,904876996
2094,2021-10-21(四),2021120,1,7,8,12,13,18,5,355518696,40,5268563,496,27072,734418962
