序号,开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,一等奖注数,一等奖奖金（元）,二等奖注数,二等奖奖金（元）,奖池（元）
2095,2021-10-24(日),2021121,4,5,12,16,22,30,15,390361524,7,7721874,205,116177,751815051
2096,2021-10-26(二),2021122,4,5,12,15,18,28,7,360872924,5,8231591,91,221949,771249437
2097,2021-10-28(四),2021123,6,14,15,19,29,31,5,366471258,6,8473913,207,125866,798569016
2098,2021-10-31(日),2021124,1,3,18,22,29,32,2,394848530,8,7956250,117,252670,823606529
2099,2021-11-02(二),2021125,14,19,20,23,24,31,9,354978672,4,8898474,84,232052,846489745
2100,2021-11-04(四),2021126,19,20,23,27,28,31,1,358964852,6,8689696,90,307474,877369730
2101,2021-11-07(日),2021127,7,15,16,20,27,29,7,365976552,10,6816913,96,236577,877334837
2102,2021-11-09(二),2021128,5,17,20,21,23,33,4,349441520,3,10000000,66,369015,920399839
2103,2021-11-11(四),2021129,4,15,21,27,28,29,10,365299936,5,7512285,139,112962,929943762
2104,2021-11-14(日),2021130,8,9,15,24,26,30,6,398037824,12,6336861,155,129373,914060182
2105,2021-11-16(二),2021131,8,11,18,19,20,24,1,465860738,6,9453797,116,287961,957547844
2106,2021-11-18(四),2021132,1,4,6,14,20,28,8,490071244,6,7775391,171,121727,973341811
2107,2021-11-21(日),2021133,1,3,12,19,27,31,10,511607016,12,7465121,171,216238,994690824
2108,2021-11-23(二),2021134,1,2,16,19,25,31,8,472467398,11,7491866,109,314340,1015069784
2109,2021-11-25(四),2021135,3,10,17,19,21,31,4,486663630,1,10000000,124,303985,1118152404
2110,2021-11-28(日),2021136,2,6,9,15,19,28,16,517068910,10,7908192,319,113957,1148127692
2111,2021-11-30(二),2021137,3,7,10,14,21,24,1,474456734,19,6420588,274,123134,1127353431
2112,2021-12-02(四),2021138,11,14,15,16,27,32,9,486491502,20,5685347,123,139298,1065047563
2113,2021-12-05(日),2021139,12,14,19,23,24,27,1,531219172,14,7490724,193,225842,1090940461
2114,2021-12-07(二),2021140,5,10,16,26,27,33,1,479975520,20,6366303,694,49218,1066087178
2115,2021-12-09(四),2021141,1,14,19,23,26,30,10,483132724,7,8542650,132,234834,1099283201
2116,2021-12-12(日),2021142,4,7,17,19,20,24,16,509166454,8,8791842,227,167041,1142703731
2117,2021-12-14(二),2021143,1,9,11,13,20,29,9,475857912,41,5571480,158,185369,1002138181
2118,2021-12-16(四),2021144,2,5,13,15,23,26,7,483556078,5,9315997,172,156831,1036483149
2119,2021-12-19(日),2021145,4,7,10,14,16,26,9,517254362,10,7832457,159,222677,1064375720
2120,2021-12-21(二),2021146,7,9,21,22,26,32,3,480619582,6,9424198,103,322150,1107375000
2121,2021-12-23(四),2021147,5,10,11,13,27,28,9,457370132,13,6608176,194,134705,1099867308
2122,2021-12-26(日),2021148,10,12,15,17,19,20,8,459686850,8,7622855,175,149877,1117570138
2123,2021-12-28(二),2021149,5,10,15,18,19,32,5,425925826,8,7864325,103,278089,1140585301
2124,2021-12-30(四),2021150,9,14,20,21,24,26,4,456402254,37,5660828,239,127879,1022824601
2125,2022-01-02(日),2022001,6,13,15,17,20,21,3,447434510,4,10000000,83,389050,1079698248
2126,2022-01-04(二),2022002,2,12,21,23,25,31,8,408646714,9,7295582,134,192726,1091513907
2127,2022-01-06(四),2022003,2,5,16,17,18,30,6,410382612,7,7708412,181,130931,1108650848
2128,2022-01-09(日),2022004,5,19,24,28,30,32,14,441401912,9,6141105,62,207055,1091893203
2129,2022-01-11(二),2022005,7,10,12,16,19,31,16,388503758,2,10000000,74,379503,1156142875
2130,2022-01-13(四),2022006,3,6,9,15,22,31,2,389820756,7,7682542,173,135677,1172781808
2131,2022-01-16(日),2022007,1,20,22,23,25,28,16,417998504,3,10000000,81,459735,1254497537
2132,2022-01-18(二),2022008,2,3,7,9,20,21,13,377713752,3,10000000,132,179611,1295623770
2133,2022-01-20(四),2022009,4,15,17,19,25,28,16,381172430,1,10000000,266,112827,1375659920
2134,2022-01-23(日),2022010,12,18,19,20,21,32,15,403819420,7,7878499,139,181200,1396071026
2135,2022-01-25(二),2022011,6,15,23,24,25,33,15,379627650,4,10000000,125,239630,1445932371
2136,2022-01-27(四),2022012,4,7,8,29,30,31,1,432967098,9,7305724,193,134401,1457999052
2137,2022-02-08(二),2022013,2,3,4,7,10,18,15,376000418,2,10000000,133,221005,1526180218
2138,2022-02-10(四),2022014,6,7,13,14,15,27,4,353937416,7,7794467,469,52135,1544973715
2139,2022-02-13(日),2022015,6,14,16,27,28,31,7,387014176,9,6685876,95,199643,1541699154
2140,2022-02-15(二),2022016,5,10,19,20,29,31,14,370604868,15,6190322,336,66424,1515799969
2141,2022-02-17(四),2022017,6,9,24,29,30,32,7,367332144,5,8716688,162,143390,1541904440
2142,2022-02-20(日),2022018,7,11,16,17,30,32,16,392699896,2,10000000,178,169901,1612631799
2143,2022-02-22(二),2022019,5,6,14,20,21,25,8,374092592,13,6113016,123,147044,1587422145
2144,2022-02-24(四),2022020,9,11,14,22,30,32,1,376104336,1,10000000,52,533809,1660696455
2145,2022-02-27(日),2022021,3,7,22,24,26,31,14,413793268,16,6650843,74,446173,1653333569
2146,2022-03-01(二),2022022,1,7,11,15,17,19,6,374172850,9,6751389,162,121624,1651680455
2147,2022-03-03(四),2022023,7,12,17,19,24,25,2,386299738,9,7444170,98,280580,1667173674
2148,2022-03-06(日),2022024,7,9,10,14,19,24,15,412478136,2,10000000,154,187504,1733800692
2149,2022-03-08(二),2022025,6,19,24,25,28,32,4,380028752,1,10000000,98,261907,1800801596
2150,2022-03-10(四),2022026,3,4,10,15,22,24,2,390646552,10,7519808,129,244167,1820096321
2151,2022-03-13(日),2022027,14,15,18,19,26,32,9,407429120,3,10000000,74,270324,1850108360
2152,2022-03-15(二),2022028,5,11,20,22,23,29,9,359741624,9,6991710,330,67899,1854403191
2153,2022-03-17(四),2022029,3,8,10,13,26,32,8,354275468,10,6314985,105,156545,1840565291
2154,2022-03-20(日),2022030,12,23,24,26,27,30,5,376910184,18,5942310,55,385490,1797209652
2155,2022-03-22(二),2022031,1,10,11,22,26,32,7,353060708,28,5507246,296,59978,1696267600
2156,2022-03-24(四),2022032,4,10,11,14,23,32,7,365937174,7,8228322,54,523107,1723412804
2157,2022-03-27(日),2022033,5,12,19,22,25,26,5,392018786,11,6853773,192,132757,1724489453
2158,2022-03-29(二),2022034,14,17,26,31,32,33,10,361289854,9,7033420,49,466856,1729816605
2159,2022-03-31(四),2022035,8,12,13,19,23,25,15,353577746,8,7126487,169,125827,1736599330
2160,2022-04-03(日),2022036,2,3,14,16,26,31,2,362126634,7,8039081,110,241745,1760101650
2161,2022-04-05(二),2022037,1,10,13,20,22,32,14,332623306,3,10000000,74,372366,1812767035
2162,2022-04-07(四),2022038,9,12,13,16,24,32,4,348860576,5,8932134,67,366803,1841833878
2163,2022-04-10(日),2022039,2,6,7,10,15,20,5,375104494,5,9112790,177,145225,1873384741
2164,2022-04-12(二),2022040,3,12,14,16,31,33,12,343211044,15,5830283,199,130821,1832633915
2165,2022-04-14(四),2022041,5,7,21,22,24,29,14,348280000,4,10000000,57,504454,1878895566
2166,2022-04-17(日),2022042,5,10,11,21,22,30,13,376726628,10,7059021,175,147072,1885518647
2167,2022-04-19(二),2022043,2,17,20,23,25,27,8,350215018,9,6718875,54,358098,1883060805
2168,2022-04-21(四),2022044,1,7,8,21,23,29,6,362459788,11,6476085,123,165009,1872712376
2169,2022-04-24(日),2022045,3,12,17,18,19,28,4,389120778,7,7472273,182,118859,1885303642
2170,2022-04-26(二),2022046,2,11,24,25,27,30,14,358743356,9,7489274,132,212154,1901913181
2171,2022-04-28(四),2022047,3,7,8,14,27,30,9,360230056,21,5625122,128,128199,1833014021
2172,2022-05-01(日),2022048,5,7,17,20,26,31,14,357972850,4,10000000,180,165454,1882359418
2173,2022-05-03(二),2022049,2,4,7,18,25,26,10,337463590,0,0,127,175848,1949357745
2174,2022-05-05(四),2022050,3,5,8,14,27,33,8,363371278,16,6080345,141,153240,1916892944
2175,2022-05-08(日),2022051,2,5,11,17,21,33,1,389679034,5,9343551,114,238133,1951616776
2176,2022-05-10(二),2022052,7,24,27,29,31,32,15,359187786,4,10000000,61,467706,1997206997
2177,2022-05-12(四),2022053,10,14,18,23,27,33,15,356510652,4,10000000,81,366853,2046352325
2178,2022-05-15(日),2022054,8,12,21,27,28,33,11,391678014,21,5000000,92,6000,1941352325
2179,2022-05-17(二),2022055,2,4,9,26,28,33,3,350153658,4,9562440,77,296262,1971539174
2180,2022-05-19(四),2022056,1,6,11,14,17,26,15,352329270,6,8799261,162,175891,2004226992
2181,2022-05-22(日),2022057,12,15,20,26,30,33,16,378857894,3,10000000,78,304574,2045497453
2182,2022-05-24(二),2022058,6,13,14,23,31,33,1,336926030,10,6841671,126,182705,2046143432
2183,2022-05-26(四),2022059,6,9,18,19,29,33,6,340378840,20,5714126,216,82653,1985420373
2184,2022-05-29(日),2022060,16,18,19,24,28,32,1,361140396,3,10000000,80,370919,2044441141
2185,2022-05-31(二),2022061,1,3,16,18,29,33,6,331252342,3,10000000,64,389348,2089196019
2186,2022-06-02(四),2022062,16,18,20,21,23,33,5,329515310,5,8563331,69,322765,2113191829
2187,2022-06-05(日),2022063,6,8,9,17,22,31,11,360023818,20,5417818,181,57709,2036171824
2188,2022-06-07(二),2022064,4,6,12,13,17,31,16,340689068,12,6498426,81,277486,2025619908
2189,2022-06-09(四),2022065,9,14,18,23,28,31,2,348395414,4,9202821,143,146951,2051850948
2190,2022-06-12(日),2022066,6,11,14,20,27,30,9,370987262,33,5152928,281,22449,1900729226
2191,2022-06-14(二),2022067,1,5,13,21,26,29,15,347891686,10,6787147,147,151968,1899875782
2192,2022-06-16(四),2022068,7,12,15,24,26,29,6,354071622,7,7414434,170,124272,1911353650
2193,2022-06-19(日),2022069,6,7,13,19,26,29,8,380359658,20,5516327,216,59760,1839751672
2194,2022-06-21(二),2022070,4,6,9,27,28,33,2,356598990,9,7137010,226,106377,1847642672
2195,2022-06-23(四),2022071,4,7,15,18,29,33,1,354289328,8,7659663,141,188628,1866155263
2196,2022-06-26(日),2022072,5,14,15,16,18,32,12,385506202,7,7505272,95,230748,1879381753
2197,2022-06-28(二),2022073,6,10,14,15,26,29,12,352213628,6,8211585,141,170828,1902372906
2198,2022-06-30(四),2022074,5,7,15,19,29,33,15,354915638,6,8413181,131,195411,1928690407
2199,2022-07-03(日),2022075,1,2,4,25,26,30,10,379959636,6,7912531,78,280051,1946747172
2200,2022-07-05(二),2022076,8,9,10,13,24,29,2,342718328,14,6399054,142,172418,1930610784
2201,2022-07-07(四),2022077,3,17,18,19,20,27,16,345118818,14,6273517,186,119820,1909641199
2202,2022-07-10(日),2022078,1,4,5,15,17,31,9,366650644,6,7387658,69,259528,1919037561
2203,2022-07-12(二),2022079,1,9,15,17,22,23,16,341273762,2,10000000,68,408297,1982330237
2204,2022-07-14(四),2022080,5,12,15,17,18,27,4,342797508,9,6967330,129,171569,1986021667
2205,2022-07-17(日),2022081,4,8,11,21,27,30,1,373064250,5,9188488,186,140742,2018613381
2206,2022-07-19(二),2022082,4,10,11,23,30,32,14,347371994,3,10000000,79,316091,2063526963
2207,2022-07-21(四),2022083,8,12,13,14,19,20,5,347550570,13,6173323,258,73901,2040473284
2208,2022-07-24(日),2022084,3,18,23,24,25,32,9,368808592,5,7928087,97,188665,2055734480
2209,2022-07-26(二),2022085,7,9,14,31,32,33,13,341538762,12,6387330,112,185803,2041516396
2210,2022-07-28(四),2022086,1,4,8,21,23,24,11,345421240,8,7234563,61,366321,2050676797
2211,2022-07-31(日),2022087,5,6,9,13,23,25,8,370042706,6,6065849,129,61967,2038263308
2212,2022-08-02(二),2022088,3,9,15,17,20,22,6,340253450,20,5577161,168,85887,1970007210
2213,2022-08-04(四),2022089,2,7,15,29,31,33,15,342434670,3,10000000,90,244825,2006110048
2214,2022-08-07(日),2022090,1,4,25,27,29,30,7,365943774,7,5764881,98,68292,1985834009
2215,2022-08-09(二),2022091,8,18,20,22,24,28,10,335981918,8,6721485,244,70552,1983706692
2216,2022-08-11(四),2022092,7,10,16,20,21,27,11,337222664,20,5805294,245,82172,1927997908
2217,2022-08-14(日),2022093,21,22,24,28,29,32,14,363673578,2,10000000,58,481689,1991811868
2218,2022-08-16(二),2022094,6,11,13,16,19,31,2,333751422,3,10000000,186,111576,2024071723
2219,2022-08-18(四),2022095,4,13,14,18,20,28,8,339954958,7,7040114,71,251422,2028343930
2220,2022-08-21(日),2022096,3,16,17,19,25,33,7,374401638,50,5337053,94,224104,1824688735
2221,2022-08-23(二),2022097,4,5,10,13,30,31,14,339168020,3,10000000,65,421826,1876944863
2222,2022-08-25(四),2022098,2,3,4,6,21,33,5,339839938,14,6203690,34,619546,1853286941
2223,2022-08-28(日),2022099,1,11,23,24,26,32,15,368635154,8,7480623,256,96899,1867860655
2224,2022-08-30(二),2022100,2,6,7,15,20,21,15,338953236,11,6875089,106,243230,1869582122
2225,2022-09-01(四),2022101,4,16,18,19,27,28,4,342584116,34,5458579,134,145444,1742459306
2226,2022-09-04(日),2022102,9,10,12,18,29,32,14,360805992,6,8618279,137,198080,1772160912
2227,2022-09-06(二),2022103,6,9,12,14,20,28,10,331343836,12,6266348,146,130104,1753950406
2228,2022-09-08(四),2022104,1,8,19,25,26,31,1,337087306,18,5821410,214,86363,1704610228
2229,2022-09-11(日),2022105,6,12,13,15,21,23,15,357410590,4,10000000,85,325048,1747497631
2230,2022-09-13(二),2022106,17,20,22,23,24,31,1,336123528,3,10000000,50,555486,1800820638
2231,2022-09-15(四),2022107,3,9,11,15,19,28,16,342747048,9,6545730,139,125104,1794077479
2232,2022-09-18(日),2022108,1,7,13,17,18,31,15,379260702,13,6708669,269,103218,1790162397
2233,2022-09-20(二),2022109,4,11,13,19,22,33,11,349805376,5,8345394,78,268060,1811161575
2234,2022-09-22(四),2022110,9,13,15,18,20,28,15,352346658,7,8127543,237,115468,1836366779
2235,2022-09-25(日),2022111,2,10,11,13,28,31,1,385923798,3,10000000,160,198653,1901720272
2236,2022-09-27(二),2022112,3,5,8,17,25,31,1,348893862,5,9412037,169,163167,1937385782
2237,2022-09-29(四),2022113,13,14,20,24,27,29,2,363604180,2,10000000,84,294642,1991635746
2238,2022-10-06(四),2022114,1,5,15,19,26,29,13,347069064,12,6667026,241,103756,1986647604
2239,2022-10-09(日),2022115,6,7,18,20,27,29,9,359461828,33,5308918,169,75401,1849681926
2240,2022-10-11(二),2022116,8,14,26,27,30,33,1,337975208,1,10000000,93,300121,1923415752
2241,2022-10-13(四),2022117,4,13,17,18,28,29,6,345578024,11,6083031,166,89708,1901177457
2242,2022-10-16(日),2022118,2,6,7,11,14,33,8,374309728,5,7499223,173,90289,1910541782
2243,2022-10-18(二),2022119,2,5,15,18,26,27,4,341495720,12,6494901,309,72568,1899873541
2244,2022-10-20(四),2022120,2,15,19,26,27,29,2,355500194,43,5486128,288,90727,1742358177
2245,2022-10-23(日),2022121,12,17,22,27,30,31,2,380066114,8,8069743,102,300955,1769892531
2246,2022-10-25(二),2022122,6,8,17,19,24,28,5,350001646,26,5519812,214,78943,1677059125
2247,2022-10-27(四),2022123,10,13,16,20,21,25,5,360850820,8,7557633,637,40151,1693327054
2248,2022-10-30(日),2022124,5,10,13,18,24,26,1,383396494,4,10000000,124,234571,1740587803
2249,2022-11-01(二),2022125,2,3,7,12,20,31,16,429659904,7,7965155,231,112316,1762667038
2250,2022-11-03(四),2022126,1,13,15,17,26,33,13,436137344,6,9507372,151,223876,1807038683
2251,2022-11-06(日),2022127,3,4,9,10,29,33,13,455409958,5,10000000,178,210151,1869259580
2252,2022-11-08(二),2022128,3,12,18,24,27,29,1,420999886,11,7471238,210,161807,1889014542
2253,2022-11-10(四),2022129,10,12,14,22,24,27,7,430007836,7,7828409,102,242633,1908461423
2254,2022-11-13(日),2022130,2,8,15,17,26,28,12,446023212,50,5228012,542,26293,1689813201
2255,2022-11-15(二),2022131,3,5,10,13,19,29,6,425292626,19,5876981,251,82981,1640635486
2256,2022-11-17(四),2022132,1,3,18,26,32,33,4,439981994,4,10000000,88,370814,1698530418
2257,2022-11-20(日),2022133,5,8,16,17,21,25,12,457083562,11,7308534,241,131711,1713363599
2258,2022-11-22(二),2022134,1,5,14,17,24,31,14,404859714,10,7386723,90,331489,1728998506
2259,2022-11-24(四),2022135,9,11,13,24,28,32,6,402652460,12,6964835,143,206101,1733838061
2260,2022-11-27(日),2022136,8,10,14,15,18,22,8,412826960,19,5761544,122,148251,1678628784
2261,2022-11-29(二),2022137,8,21,23,27,28,33,1,380398430,8,7627191,160,164199,1696427005
2262,2022-12-01(四),2022138,2,14,19,21,25,28,11,382295872,2,10000000,67,341021,1744972360
2263,2022-12-04(日),2022139,6,7,9,16,17,19,14,421220444,12,7006326,443,67934,1751181135
2264,2022-12-06(二),2022140,8,9,18,19,20,27,15,397499610,19,5889308,673,31383,1702647485
2265,2022-12-08(四),2022141,5,12,13,17,20,27,14,415110854,21,6324820,135,257603,1674155872
2266,2022-12-11(日),2022142,1,3,13,16,21,27,3,440572602,12,5674258,122,82900,1636406391
2267,2022-12-13(二),2022143,7,8,13,29,30,33,3,397641696,15,6243187,149,156441,1612687877
2268,2022-12-15(四),2022144,7,20,22,23,31,32,5,400859910,11,6900814,65,402095,1615187506
2269,2022-12-18(日),2022145,3,21,25,30,31,33,11,366333090,4,10000000,68,373743,1651431252
2270,2022-12-20(二),2022146,6,7,13,18,26,31,6,319241960,9,6501941,391,43214,1643604313
2271,2022-12-22(四),2022147,2,3,7,13,20,30,10,308727648,17,5619498,148,88948,1587565859
2272,2022-12-25(日),2022148,2,15,16,17,21,31,14,328466772,9,7166343,72,338491,1596182866
2273,2022-12-27(二),2022149,2,22,26,29,32,33,14,305443962,7,8014411,94,280596,1619210281
2274,2022-12-29(四),2022150,1,7,11,12,22,28,5,322732470,9,6598391,203,88580,1613770461
2275,2023-01-01(日),2023001,9,16,18,22,28,32,2,349018800,7,7738461,135,177492,1631485850
2276,2023-01-03(二),2023002,2,6,10,16,18,22,13,317440920,6,8064366,164,140138,1652047889
2277,2023-01-05(四),2023003,5,8,18,25,30,32,6,332514694,8,7009723,112,179439,1656261800
2278,2023-01-08(日),2023004,1,7,15,16,20,25,16,362777504,8,7480475,166,149426,1670832253
2279,2023-01-10(二),2023005,2,6,8,13,14,19,16,331127174,2,10000000,153,163847,1726038229
2280,2023-01-12(四),2023006,2,10,12,14,24,26,5,341187596,13,6407426,109,209822,1711353726
2281,2023-01-15(日),2023007,5,6,9,22,25,31,3,357680590,3,10000000,160,134413,1745872298
2282,2023-01-17(二),2023008,5,13,18,20,26,28,6,367864780,9,7109708,146,162563,1753087580
2283,2023-01-29(日),2023009,3,4,19,23,30,32,6,370445322,2,10000000,225,116912,1812003410
2284,2023-01-31(二),2023010,4,5,13,18,27,29,12,335698884,8,6879623,220,85437,1813355120
2285,2023-02-02(四),2023011,6,7,16,17,21,22,4,344777252,13,6177691,252,75942,1790457577
2286,2023-02-05(日),2023012,3,4,7,22,26,30,6,377681908,14,6444594,270,93631,1776074467
2287,2023-02-07(二),2023013,6,10,14,22,23,33,13,351959204,2,10000000,81,313059,1832147989
2288,2023-02-09(四),2023014,6,7,18,23,27,30,5,354854954,5,8496068,147,148642,1855218930
2289,2023-02-12(日),2023015,2,3,14,21,29,32,8,392727530,10,6277056,195,81862,1840337997
2290,2023-02-14(二),2023016,14,16,19,23,28,30,3,363237418,2,10000000,79,296038,1890499018
2291,2023-02-16(四),2023017,5,11,18,20,26,28,12,385010210,6,8173990,195,122076,1912869860
2292,2023-02-19(日),2023018,10,12,17,19,25,31,13,428078014,1,10000000,380,81771,1996089903
2293,2023-02-21(二),2023019,6,12,26,28,29,32,15,399695170,7,8309157,110,263228,2024791190
2294,2023-02-23(四),2023020,1,12,17,18,26,27,5,394774502,2,10000000,92,284500,2083313411
2295,2023-02-26(日),2023021,2,5,6,19,21,27,4,430229092,21,6115562,186,157438,2042737116
2296,2023-02-28(二),2023022,10,11,18,19,23,31,3,393991274,1,10000000,112,229101,2109715322
2297,2023-03-05(日),2023024,3,6,9,17,27,28,3,424465912,21,5993974,487,53576,1857117376
2298,2023-03-07(二),2023025,4,16,20,21,31,32,14,383537242,10,6974384,118,209150,1861412948
2299,2023-03-09(四),2023026,1,18,26,30,31,33,3,382398740,12,6934784,98,296140,1865260832
2300,2023-03-12(日),2023027,8,10,22,27,32,33,8,405939502,5,8409682,88,242164,1887143965
2301,2023-03-14(二),2023028,5,7,10,17,20,22,14,378131048,4,10000000,151,205758,1940352740
2302,2023-03-16(四),2023029,3,7,12,24,28,33,8,373970632,5,8837568,173,138640,1968119308
2303,2023-03-19(日),2023030,2,3,7,16,30,31,6,407635670,7,7680189,78,300662,1984712961
2304,2023-03-21(二),2023031,7,14,27,29,31,33,5,377795536,3,10000000,309,83076,2031724589
2305,2023-03-23(四),2023032,6,19,20,26,28,33,1,378271328,15,6158718,142,152999,2004521709
2306,2023-03-26(日),2023033,8,9,13,23,24,26,5,407044870,5,9565190,240,118885,2042293077
2307,2023-03-28(二),2023034,2,3,9,11,12,17,15,371464196,5,9140109,146,177230,2074219579
2308,2023-03-30(四),2023035,1,4,9,10,20,33,6,376157550,10,6874671,100,234333,2075773039
2309,2023-04-02(日),2023036,13,14,18,19,24,30,9,402105258,24,5566068,271,62664,1993133574
2310,2023-04-04(二),2023037,8,23,25,26,29,31,12,357460864,16,5978413,115,170158,1956183761
